"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(1)",10,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.977442821610906,267365,0.97871700295391,255932,0.438454199195249,293618,0.422306119354455,293618
"1.1","VAR(1)",10,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.972286441294075,275100,0.974097397467267,260746,0.494710327829097,293618,0.472624585017028,293618
"1.2","VAR(1)",10,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.962295765785511,282886,0.965192557071201,262961,0.56512599363194,293618,0.531279375755336,293618
"1.3","VAR(1)",10,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.945712375694052,288703,0.950226174664588,259755,0.638096707560082,293618,0.582892785923584,293618
"1.4","VAR(1)",10,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.932791867712966,291185,0.938364991754055,255277,0.674702713203485,293618,0.601762415095894,293618
