"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.9999,0.981919964671195,76991,0.984975494790969,74678,0.150894070827093,198000,0.145951519935834,198000
"1.1","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.9997,0.981919964671195,76991,0.984975494790969,74678,0.150894070827093,198000,0.145951519935834,198000
"1.2","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.9995,0.981919964671195,76991,0.984975494790969,74678,0.150894070827093,198000,0.145951519935834,198000
"1.3","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.999,0.982050405701338,78999,0.985086311504286,76641,0.155379251934593,198000,0.150358773730086,198000
"1.4","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.997,0.982623872997521,89951,0.985498281786942,87300,0.181284135741524,198000,0.175718844138337,198000
"1.5","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.995,0.982565366924958,96532,0.985400290498975,93632,0.200325387496336,198000,0.194220521096729,198000
"1.6","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.99,0.981535991436982,123321,0.984190717285431,119297,0.277814232277688,198000,0.268876586023597,198000
"1.7","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.97,0.972539086592296,167001,0.975204369985366,158536,0.455765111839673,198000,0.434012175320456,198000
"1.8","Markov",10,1,"max",0.99,"fixed","fixed",0,2000,3,"1,2",8,0.95,0.963305954478666,177631,0.966466176310736,165594,0.542189883803708,198000,0.508296430665223,198000
