"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(4)",5,1,"max",0.99,"fixed",4,3.125,2000,3,"1,2",0.999,0.93777010397394,582646,0.94582311844107,515995,0.731157114693373,585584,0.658336274298609,585584
"1.1","VAR(4)",5,1,"max",0.99,"fixed",4,3.125,2000,3,"1,2",0.997,0.950112296849488,580604,0.956042892205714,526809,0.703944430676928,585584,0.647240188321801,585584
"1.2","VAR(4)",5,1,"max",0.99,"fixed",4,3.125,2000,3,"1,2",0.99,0.965797492895144,574607,0.969445968694488,537605,0.646606434232584,585584,0.610494551708857,585584
"1.3","VAR(4)",5,1,"max",0.99,"fixed",4,3.125,2000,3,"1,2",0.97,0.975004149201764,566374,0.977453546483176,539464,0.589429556989791,585584,0.565200405805086,585584
"1.4","VAR(4)",5,1,"max",0.99,"fixed",4,3.125,2000,3,"1,2",0.95,0.980134254653653,557895,0.981876112130726,536695,0.542927388967908,585584,0.525032024363841,585584
