"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(2)",25,1,"max",0.99,"fixed",2,3.125,2000,3,"1,2",0.999,0.907613390447862,112289,0.916552098986476,93831,0.603962312285803,112851,0.51815382870976,112851
"1.1","VAR(2)",25,1,"max",0.99,"fixed",2,3.125,2000,3,"1,2",0.997,0.923840939900587,110650,0.930921844736429,95515,0.561648880422384,112851,0.495078409637066,112851
"1.2","VAR(2)",25,1,"max",0.99,"fixed",2,3.125,2000,3,"1,2",0.99,0.944320417738762,105712,0.949071735286689,95016,0.476942829801467,112851,0.434766328316936,112851
"1.3","VAR(2)",25,1,"max",0.99,"fixed",2,3.125,2000,3,"1,2",0.97,0.957490448421476,99460,0.960765717151236,91731,0.399973740535367,112851,0.37237650186235,112851
"1.4","VAR(2)",25,1,"max",0.99,"fixed",2,3.125,2000,3,"1,2",0.95,0.966193279477484,93088,0.968841965441033,87329,0.341958722704932,112851,0.322727839486441,112851
