"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(1)",10,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.999,0.932694775244661,288358,0.938504503577941,252799,0.674140025802167,290689,0.601580097940038,290689
"1.1","VAR(1)",10,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.997,0.94557147155763,285806,0.950185535251698,257094,0.637335868372423,290689,0.582203883034059,290689
"1.2","VAR(1)",10,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.99,0.962268195182247,279923,0.965275002305777,260216,0.56425453542999,290689,0.53060097421697,290689
"1.3","VAR(1)",10,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.97,0.972334251606979,272250,0.974140971040833,258053,0.493798959237679,290689,0.471733149947779,290689
"1.4","VAR(1)",10,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.95,0.977614903731606,264417,0.978841558544148,253185,0.437629086429501,290689,0.421598598872474,290689
