"","name","window_size","extrap_step","response","target","train_policy","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","s.window","state_num","freq","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","STLM(res:ARIMAX(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.999,0.976641810637289,2932890,0.97889414155348,2801118,0.736462384180729,2982765,0.706123364837597,2982765
"1.1","STLM(res:ARIMAX(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.997,0.972536109502014,2941608,0.975195543236264,2786596,0.757097027515115,2982765,0.720725819500144,2982765
"1.2","STLM(res:ARIMAX(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.99,0.966345572814844,2953965,0.969716625377678,2764256,0.781507858475068,2982765,0.73599710891287,2982765
"1.3","STLM(res:ARIMAX(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.97,0.958144673537896,2965214,0.962670946517853,2730313,0.805921618134941,2982765,0.748338887597164,2982765
"1.4","STLM(res:ARIMAX(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.95,0.952931145721509,2969692,0.958252674355489,2706353,0.817930918859366,2982765,0.752632764750842,2982765
