"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(2)",25,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.999,0.927294596595115,108080,0.933160831416645,93912,0.526378734173233,112851,0.467867032787773,112851
"1.1","NN(2)",25,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.997,0.94683583266802,103961,0.951142422339758,93967,0.43728918160835,112851,0.402769937179977,112851
"1.2","NN(2)",25,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.99,0.969711603252325,89044,0.971964391691395,84250,0.269790470776087,112851,0.25821614302907,112851
"1.3","NN(2)",25,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.97,0.972882349492936,85295,0.974776881885887,81235,0.240582443940989,112851,0.231679986862033,112851
"1.4","NN(2)",25,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.95,0.972883900402285,85263,0.974779878086325,81205,0.240373356421735,112851,0.231491240751574,112851
