"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.992698897108531,103546,0.994612564165241,102275,0.534884692427579,120569,0.529023674272528,120569
"1.1","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9997,0.992257977649118,103978,0.994270178618411,102621,0.540476645060073,120569,0.534161718318857,120569
"1.2","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.992036077528305,104220,0.994086581012868,102817,0.543697722547591,120569,0.537123342357201,120569
"1.3","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.991570295326388,104630,0.993726303949423,103129,0.549058707230478,120569,0.541980771192659,120569
"1.4","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.997,0.990712837133489,105522,0.993056625577812,103840,0.560716626379662,120569,0.552734867254855,120569
"1.5","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.990097982817643,106039,0.992535595041639,104228,0.567857215899563,120569,0.559185410344208,120569
"1.6","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.98810626551558,107956,0.990872892016382,105729,0.604956793114272,120569,0.594056264052341,120569
"1.7","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.97,0.983397432425112,110766,0.98731377268883,107597,0.654994195551561,120569,0.638819119820434,120569
"1.8","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.978551802022106,112457,0.983831649707289,108298,0.685511437433382,120569,0.663665294248188,120569
"11","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.993046568674792,103546,0.994820728811406,102331,0.525585862711431,120672,0.520064327952854,120672
"1.11","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9997,0.992613822154687,103978,0.994487675181878,102679,0.5310797470869,120672,0.52512751502722,120672
"1.21","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.992410285933602,104220,0.994323428493667,102879,0.534260821690478,120672,0.528077186977428,120672
"1.31","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.991943037369779,104630,0.993962651781648,103191,0.539523003708589,120672,0.532844998293363,120672
"1.41","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.997,0.991101381702394,105522,0.993301638018979,103906,0.550977634505487,120672,0.543428645281041,120672
"1.51","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.990512924490046,106039,0.9928092042186,104300,0.558025227112044,120672,0.549835139275745,120672
"1.61","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.988550891103783,107956,0.99115362077765,105806,0.594585590090604,120672,0.584208105769294,120672
"1.71","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.97,0.983966199014138,110766,0.987706820671854,107702,0.643861804250382,120672,0.628479908721644,120672
"1.81","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.979192046737864,112457,0.984236207834854,108413,0.673822812312121,120672,0.652892618623158,120672
