"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9999,0.932656967840735,26120,0.940243592996701,23646,0.206507548076112,56762,0.188466606310979,56762
"1.1","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9995,0.932656967840735,26120,0.940243592996701,23646,0.206507548076112,56762,0.188466606310979,56762
"1.2","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.999,0.932700769024754,26137,0.940283999661905,23662,0.207270983806991,56762,0.189193102159381,56762
"1.3","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.995,0.932173783773739,26907,0.939721856484529,24304,0.214871030348669,56762,0.195738977011308,56762
"1.4","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.99,0.930547652916074,28120,0.938476755687438,25275,0.227794416955011,56762,0.206892156637202,56762
"1.5","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.95,0.916391221891086,36910,0.927035952395788,32098,0.328663711365045,56762,0.29068812245317,56762
"11","Markov",50,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.9999,0.933422664624809,26120,0.940952863659402,23676,0.202181110379317,57356,0.184818692016826,57356
"1.11","Markov",50,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.9995,0.933422664624809,26120,0.940952863659402,23676,0.202181110379317,57356,0.184818692016826,57356
"1.21","Markov",50,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.999,0.933465967785132,26137,0.940992740165457,23692,0.202915325752393,57356,0.185517397894546,57356
"1.31","Markov",50,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.995,0.932954249823466,26907,0.940453686200378,24334,0.210353155087636,57356,0.19192834119645,57356
"1.41","Markov",50,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.99,0.931294452347084,28120,0.93918197984588,25305,0.222981962285485,57356,0.202831240245669,57356
"1.51","Markov",50,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.95,0.917610403684638,36910,0.928062921627755,32167,0.321868928238995,57356,0.285252023650782,57356
"12","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",10,0.9999,0.932308621673323,29797,0.939824129964975,26838,0.230585258733159,56762,0.209833972507883,56762
"1.12","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",10,0.9995,0.932308621673323,29797,0.939824129964975,26838,0.230585258733159,56762,0.209833972507883,56762
"1.22","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",10,0.999,0.932344950189515,29813,0.939857744013704,26853,0.23121107529852,56762,0.210426844497648,56762
"1.32","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",10,0.995,0.931916426512968,30536,0.939329934450109,27460,0.239280334839732,56762,0.217592491576857,56762
"1.42","Markov",50,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",10,0.99,0.930070150051905,31789,0.937284679744076,28446,0.252312422907434,56762,0.228276439178134,56762
