"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.51","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.957360394388494,260251,0.960682077935079,239738,0.563633980479138,289611,0.524421166088933,289611
"12","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.987517804674974,145327,0.988890138152994,142306,0.19987124044386,289095,0.195715415044726,289095
"1.12","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.985852163339751,157904,0.98750892219843,154110,0.227914055699063,289095,0.222513418374182,289095
"1.22","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.984803399998798,166353,0.986553480475382,161975,0.247865641987018,289095,0.241601086572306,289095
"1.32","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.980534828984927,199690,0.982581706639816,192671,0.333328198885212,289095,0.322608170433875,289095
"1.42","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.976962918242191,220297,0.979118978223265,211005,0.395013717334817,289095,0.380066470780666,289095
"1.52","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.956637004148719,264419,0.959777772294735,243174,0.577720854198856,289095,0.53701830618677,289095
"13","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.987318254694585,145327,0.988710176306836,142252,0.198406021452441,290104,0.194198722313223,290104
"1.13","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.985655841523964,157904,0.987341525638279,154047,0.226411086406656,290104,0.22095238605094,290104
"1.23","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.984580981407008,166353,0.9863744734469,161902,0.246308148730689,290104,0.239981585531969,290104
"1.33","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.980394611648055,199690,0.982488383563066,192615,0.33167394099465,290104,0.320958130083035,290104
"1.43","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.976726873266545,220297,0.978915077118568,210909,0.393159879379508,290104,0.378142245292008,290104
"1.53","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.95587306509744,264419,0.959220902221582,242845,0.574245116949454,290104,0.533168092667217,290104
"14","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.984821530186227,166947,0.986818564674491,162653,0.2335488464673,289627,0.227484469232177,289627
"1.14","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.982942217177955,179742,0.98524926618969,174432,0.265161174758313,289627,0.257471664103657,289627
"1.24","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.981630731419269,187977,0.98411982960011,181925,0.286868091774409,289627,0.2780172773683,289627
"1.34","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.976066283605404,218938,0.979029925198937,209489,0.377335027213,289627,0.362570829448044,289627
"1.44","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.971527889237111,236758,0.974541388619132,224482,0.439621798271987,289627,0.419251250756077,289627
"1.54","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.94446550068259,271759,0.949348680976569,244120,0.610907532266154,289627,0.555794051225252,289627
"15","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.985204885382786,166947,0.987172556150784,162776,0.228696497789658,290659,0.222984073959788,290659
"1.15","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.983442934873318,179742,0.985681393830399,174598,0.259717371586378,290659,0.252477361743552,290659
"1.25","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.982152071796018,187977,0.984563680993723,182103,0.280987403985712,290659,0.272650039850909,290659
"1.35","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.976728571559072,218938,0.979599620502405,209751,0.369656744992751,290659,0.355650894323068,290659
"1.45","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.972389528548138,236758,0.975334777252492,224851,0.430774370109259,290659,0.411495845128295,290659
"1.55","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.946912521756409,271759,0.951643737898706,245325,0.599977304667864,290659,0.548517586946863,290659
"16","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.985751087703229,174680,0.987770240135208,170404,0.231274733117082,289661,0.22553429486699,289661
"1.16","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.983704264957767,187411,0.985949455390345,182057,0.263366626534439,289661,0.255971809531849,289661
"1.26","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.982516821556115,195731,0.984811020840692,189677,0.285545260780724,289661,0.276979225832875,289661
"1.36","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.977071412121105,225788,0.979858794392437,216422,0.376116233275541,289661,0.361858286224949,289661
"1.46","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.972836540445941,242274,0.975946778066797,230281,0.438119864544164,289661,0.418871919836355,289661
"1.56","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.948207185847164,274150,0.952423383503816,248021,0.608402024451951,289661,0.55758763883545,289661
"17","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.985207236088848,174680,0.987265486413778,170246,0.232308252342875,290746,0.226357888983616,290746
"1.17","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.983117319687745,187411,0.985423574111036,181869,0.264235002351342,290746,0.256582159332875,290746
"1.27","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.981898626175721,195731,0.984303749366661,189472,0.286295721943215,290746,0.277451534615139,290746
"1.37","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.976442503587436,225788,0.979299083145984,216174,0.376386832123377,290746,0.361771157045046,290746
"1.47","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.972023411509283,242274,0.975227781764412,229935,0.437751194275995,290746,0.417959205594622,290746
"1.57","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.946368776217399,274150,0.950782527068801,247148,0.605299944996752,290746,0.552848231486282,290746
