"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.987420536983023,133710,0.988941753281962,130943,0.192262841716565,288609,0.188321326242773,288609
"1.1","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.985660702796676,146102,0.987399907445063,142618,0.218791482995485,288609,0.213727070547335,288609
"1.2","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.984698399963768,154559,0.986502464363052,150546,0.237876349101501,288609,0.23192886745076,288609
"1.3","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.980428418950194,189254,0.982428569864094,182626,0.322332030730002,288609,0.311928019937014,288609
"1.4","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.976736273550802,211617,0.978983883861162,202654,0.385634459968502,288609,0.370990689525643,288609
"1.5","Multinomial",300,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.956004011511963,260251,0.959417465170457,239093,0.572763293968849,288609,0.531465955226301,288609
"11","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.987532720065814,133710,0.989051094890511,130972,0.189359362160984,289611,0.185545812976634,289611
"1.11","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.985783904395559,146102,0.987515071642879,142652,0.215475613442271,289611,0.21056801574974,289611
"1.21","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.984827800386907,154559,0.986618675414887,150583,0.23426358657945,289611,0.228493157046863,289611
"1.31","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.980703181967092,189254,0.982684077450991,182722,0.317397024171602,289611,0.307358476704956,289611
"1.41","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.977104863975957,211617,0.979338741093222,202795,0.379608064687898,289611,0.365496164249139,289611
