"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",1,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.9999,0.940584790602192,2973885,0.947084421697049,2641963,0.81192320998792,2979796,0.729739860897855,2979796
"1.1","VAR1",1,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.9995,0.962964240344433,2957439,0.967531778081759,2750166,0.766033643824663,2979796,0.718403544926382,2979796
"1.2","VAR1",1,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.999,0.968625035319562,2948083,0.972666009820949,2772848,0.747367798013291,2979796,0.708166527947794,2979796
"1.3","VAR1",1,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.995,0.9807782525151,2933084,0.984041266256919,2827104,0.71101295299869,2979796,0.688913367820877,2979796
"1.4","VAR1",1,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.99,0.983537511687547,2927261,0.986512718327201,2836969,0.694850888833918,2979796,0.676384035224928,2979796
"1.5","VAR1",1,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.95,0.9869051177368,2893955,0.989332528561946,2823162,0.658129040963826,2979796,0.64422969111551,2979796
