"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(4)",20,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.966331414192089,125577,0.969169242264715,117772,0.38839950792286,145331,0.367033462659733,145331
"1.1","VAR(4)",20,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.958588121329539,132136,0.96233123607288,122064,0.444239956183567,145331,0.41467096962863,145331
"1.2","VAR(4)",20,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.946718709416756,138604,0.95159099263237,125142,0.517809578722292,145331,0.474187513408924,145331
"1.3","VAR(4)",20,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.926340189630374,143226,0.933551285974264,124186,0.595160038749228,145331,0.526951728174353,145331
"1.4","VAR(4)",20,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.909880609588521,144819,0.9192675958934,121463,0.631855995749617,145331,0.543857108879061,145331
