"","name","window_size","extrap_step","response","target","train_policy","model","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","freq","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ETS",50,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.999,0.971706567660991,31244,0.973909839908902,29858,0.182477488091846,56762,0.175268831422553,56762
"1.1","ETS",50,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.997,0.963643659711075,37380,0.965930096976936,35163,0.230733404570146,56762,0.218694939744287,56762
"1.2","ETS",50,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.99,0.949778068179258,44383,0.953065393418818,40631,0.303728267858817,56762,0.281336550498881,56762
"1.3","ETS",50,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.97,0.929242079188142,50058,0.935901807023525,43995,0.391440463803527,56762,0.351504333087367,56762
"1.4","ETS",50,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.95,0.913215817055741,52475,0.921941400134198,44710,0.437620513103034,56762,0.383557620688479,56762
