"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(1)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.95,0.965688658765846,2956486,0.969247705491792,2761485,0.791793996627624,2979796,0.744175153061279,2979796
"1.1","NN(1)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.97,0.979398331857808,2944713,0.981653348875668,2827546,0.749334344913405,2979796,0.722427768624204,2979796
"1.2","NN(1)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.99,0.991949178323903,2892624,0.992575145915593,2847194,0.612220442178491,2979796,0.60363986695296,2979796
"1.3","NN(1)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.997,0.99695080078902,2672177,0.997057007537253,2656140,0.419239932234604,2979796,0.41710139499983,2979796
"1.4","NN(1)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.999,0.998443391818505,2343557,0.998473695429047,2336362,0.259239016595533,2979796,0.258604611087788,2979796
