"","trace_name","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","1010498",0.999,0.9375,48,0.928571428571429,42,0.586033602093979,46,0.503029649524809,46
"2","1010508",0.999,0.875,48,0.891891891891892,37,0.480749221856201,48,0.380245469871471,48
"3","1010540",0.999,0.958333333333333,48,0.954545454545455,44,0.746604605472359,48,0.684104605472359,48
"4","1010562",0.999,0.7,20,0.7,10,0.112066475713092,35,0.041953097028285,35
"5","1010567",0.999,0.8125,16,0.727272727272727,11,0.0878027944454825,34,0.0500449640405933,34
"6","1010611",0.999,0.936170212765957,47,0.926829268292683,41,0.45641508460034,46,0.404750775374594,46
"7","1010614",0.999,0.895833333333333,48,0.868421052631579,38,0.635119752606694,46,0.476619203889998,46
"8","1010690",0.999,0.842105263157895,38,0.862068965517241,29,0.197030427408002,44,0.154593554593555,44
"9","1010714",0.999,0.958333333333333,48,0.954545454545455,44,0.602218786793643,48,0.552487603997944,48
"10","1010723",0.999,0.977777777777778,45,0.976744186046512,43,0.275814519635469,48,0.250351556672506,48
"11","1010730",0.999,0.978260869565217,46,0.977272727272727,44,0.532354428726662,48,0.51439465861172,48
"12","1010794",0.999,0.914893617021277,47,0.925,40,0.852979275633288,47,0.746335171467115,47
"13","1013889",0.999,1,47,1,47,0.594453632654064,48,0.594453632654064,48
"14","1013891",0.999,1,48,1,48,0.670861884762747,48,0.670861884762747,48
"15","1013911",0.999,0.936170212765957,47,0.926829268292683,41,0.466328188541813,48,0.401939086796389,48
"16","1013935",0.999,0.979166666666667,48,0.978260869565217,46,0.778304597701149,48,0.750538793103448,48
"17","1013936",0.999,0.979166666666667,48,0.978260869565217,46,0.775254857690202,48,0.753420908593322,48
"18","1013944",0.999,0.979166666666667,48,0.978260869565217,46,0.63645322091365,47,0.609448310930017,47
"19","1013965",0.999,1,48,1,48,0.653190431449739,48,0.653190431449739,48
"20","1013976",0.999,1,48,1,48,0.55030776569961,48,0.55030776569961,48
"21","1013982",0.999,0.9375,48,0.928571428571429,42,0.559048296304422,48,0.490738153130394,48
"22","1013990",0.999,1,48,1,48,0.704667796723331,48,0.704667796723331,48
"23","1014019",0.999,0.958333333333333,48,0.977777777777778,45,0.550337381993273,48,0.527891945485336,48
"24","1014046",0.999,1,48,1,48,0.717560681655509,48,0.717560681655509,48
"25","1014048",0.999,1,48,1,48,0.689142036124795,48,0.689142036124795,48
"26","1014056",0.999,0.979166666666667,48,0.978260869565217,46,0.667445170437268,48,0.645175055494739,48
"27","1014060",0.999,0.979166666666667,48,0.978260869565217,46,0.745093311860553,48,0.717076070481243,48
"28","1014077",0.999,0.979166666666667,48,0.978260869565217,46,0.695147441160372,48,0.663897441160372,48
"29","1014094",0.999,0.958333333333333,48,0.956521739130435,46,0.714223845545685,48,0.675483766180605,48
"30","1014096",0.999,1,48,1,48,0.72774755975187,48,0.72774755975187,48
