"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.987938451356717,60440,0.991245825321324,59286,0.539197078188651,70450,0.530315839742447,70450
"1.1","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9997,0.987453217483059,60653,0.9908979255346,59437,0.543791502200939,70450,0.534398229273547,70450
"1.2","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.987099534332681,60773,0.990658916031047,59522,0.546378323339547,70450,0.536729562416384,70450
"1.3","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.986662948259457,60958,0.990293052575107,59648,0.550642503977171,70450,0.540396079256463,70450
"1.4","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.997,0.985556624227703,61343,0.98953290374278,59902,0.559397387665262,70450,0.548023638239173,70450
"1.5","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.984949452264083,61526,0.989035891625287,60014,0.564093563219443,70450,0.552150536107035,70450
"1.6","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.983842010771993,61827,0.988234903120742,60178,0.572086988788923,70450,0.559021584700925,70450
"1.7","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.97,0.977371873332706,63726,0.982957973874329,61319,0.635221780212205,70450,0.615009802351327,70450
"1.8","Multinomial",750,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.973516391666409,64606,0.979963068549955,61736,0.65847823895815,70450,0.6336771139833,70450
"11","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.988335539377895,60440,0.991419420094403,59320,0.530093495475389,70476,0.521606907857884,70476
"1.11","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9997,0.987865398249056,60653,0.991088393052309,59473,0.534617368156367,70476,0.52564325755023,70476
"1.21","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.987510901222582,60773,0.990832311902883,59557,0.537156785349923,70476,0.527908847088983,70476
"1.31","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.987073066701663,60958,0.990466296935476,59683,0.541350695829231,70476,0.531510011078983,70476
"1.41","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.997,0.985964168690804,61343,0.989705857817375,59937,0.54994556419763,70476,0.538989807353617,70476
"1.51","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.985355784546371,61526,0.989208812802878,60049,0.554552544464641,70476,0.543045042584074,70476
"1.61","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.984262539020169,61827,0.988424811093581,60215,0.562432276473401,70476,0.549831306801696,70476
"1.71","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.97,0.978062329347519,63726,0.983301565580047,61383,0.624674371744396,70476,0.605242159586089,70476
"1.81","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.974212921400489,64606,0.980324261350765,61802,0.647574100497035,70476,0.623674585649336,70476
