"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.951414617716403,47504,0.95822810729643,43953,0.231524058245755,94339,0.21535829061872,94339
"1.1","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.947109131754227,50746,0.95452397319127,46552,0.25563433519495,94339,0.235944571015084,94339
"1.2","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.945025730616585,52661,0.95287098249553,48102,0.270178101562347,94339,0.248425836842165,94339
"1.3","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.937415265726681,59008,0.946320117695877,53018,0.320135663461743,94339,0.290372309295882,94339
"1.4","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.931368354330085,63105,0.940814977580077,55977,0.353796869258811,94339,0.317504345653365,94339
"1.5","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.903970392069678,76466,0.915860131127068,64060,0.474266659426995,94339,0.406207562263164,94339
"11","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.951898787470529,47504,0.9585578212735,43989,0.227456455206848,94943,0.211732213034553,94943
"1.11","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.947720017341268,50746,0.954957081545064,46600,0.251133245136613,94943,0.232015082067003,94943
"1.21","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.945652380319401,52661,0.953317412522064,48155,0.265371194711474,94943,0.244280117717684,94943
"1.31","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.938516811279826,59008,0.947026599649856,53121,0.31458595516674,94943,0.285843898908083,94943
"1.41","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.932651929324142,63105,0.941702757133437,56109,0.347702560576405,94943,0.312693926447293,94943
"1.51","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.905905892815107,76466,0.917515512495529,64303,0.466183794533637,94943,0.400676303601261,94943
"12","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9999,0.950075096484724,52599,0.957369137482985,48486,0.249536680857617,94546,0.23109002366451,94546
"1.12","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9995,0.946241580601706,55675,0.95388816849385,50898,0.274287464678166,94546,0.252124373279012,94546
"1.22","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.999,0.943772651240591,57392,0.951729686242961,52206,0.288427725345958,94546,0.26404383750931,94546
"1.32","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.995,0.936144292381932,63205,0.945095543653108,56571,0.338580364511329,94546,0.306080417479493,94546
"1.42","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.99,0.930280879561116,66897,0.939887754412063,59156,0.370829998892309,94546,0.332104877325319,94546
"1.52","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.95,0.904685262397506,78907,0.916613737410398,66126,0.48620414651487,94546,0.416956377154004,94546
"13","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9999,0.94939067282648,52599,0.956663637114765,48412,0.24661791119966,95161,0.227892265359742,95161
"1.13","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9995,0.945451279748541,55675,0.953043512486962,50813,0.271202044089814,95161,0.248730043038427,95161
"1.23","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.999,0.942762057429607,57392,0.950684352984086,52093,0.285120008658777,95161,0.260276675589581,95161
"1.33","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.995,0.935115892730006,63205,0.943925730382864,56443,0.334873693081854,95161,0.301750896178084,95161
"1.43","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.99,0.928890682691302,66897,0.938434670555122,58978,0.366572260095768,95161,0.32704233586911,95161
"1.53","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.95,0.902137959876817,78907,0.914073308299253,65777,0.479996360604901,95161,0.40914066769907,95161
