"","name","window_size","extrap_step","response","target","train_policy","res_dist","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.9999,0.984454937509,131939,0.985179169627449,128063,0.250711046383713,192754,0.24437688973684,192754
"1.1","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.9997,0.981538891216311,143220,0.982479491890797,138238,0.287949338374487,192754,0.279144322216216,192754
"1.2","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.9995,0.980119457937772,148839,0.981168160370774,143268,0.307744170694244,192754,0.297509848106142,192754
"1.3","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.999,0.977418116683726,156320,0.978735202159215,149684,0.336908676042885,192754,0.324217626418921,192754
"1.4","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.997,0.972318813782738,167659,0.974485912524926,158971,0.390563022678919,192754,0.372714763408179,192754
"1.5","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.995,0.969401681721972,172918,0.971965310828713,163048,0.41928619662369,192754,0.398200735652798,192754
"1.6","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.99,0.964151227594517,179253,0.967392408694561,167323,0.461951992868541,192754,0.434964174143798,192754
"1.7","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.97,0.952733509688797,185988,0.957454699586733,169866,0.539659772720454,192754,0.498863173607293,192754
"1.8","LM(Avg)",15,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.95,0.943844584029048,188655,0.949706815001152,169347,0.578913667271181,192754,0.527258160982829,192754
