"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(3)",20,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.967722304520159,124885,0.970089510036877,117417,0.381359255594683,145331,0.361189006699814,145331
"1.1","VAR(3)",20,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.960309851009755,131418,0.963516476297616,121781,0.437944628896696,145331,0.410039079851177,145331
"1.2","VAR(3)",20,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.948458751816742,138297,0.952816327834294,125234,0.512446339182623,145331,0.470773701209292,145331
"1.3","VAR(3)",20,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.92848611838659,143175,0.935045971662842,124642,0.591967942038751,145331,0.526302139814361,145331
"1.4","VAR(3)",20,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.912964522944775,144826,0.921358341042497,122149,0.630643115395979,145331,0.545559118824074,145331
