"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.971208135032073,67658,0.974526523928693,64734,0.204502598690047,144017,0.195863519460314,144017
"1.1","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.968192216544979,73001,0.971827740169955,69430,0.229614407004353,144017,0.218727332237702,144017
"1.2","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.966614296936371,76380,0.970517565178966,72416,0.245835796593888,144017,0.233516755011666,144017
"1.3","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.95966806661187,88813,0.96429604977572,82932,0.306962114647686,144017,0.287772532038974,144017
"1.4","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.95424506937868,97148,0.959637258943194,89761,0.35126206753735,144017,0.326668534412163,144017
"1.5","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.929257288292457,121016,0.93667347495835,106243,0.504675429053286,144017,0.449737510851019,144017
"11","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.971488959177037,67658,0.974786931818182,64768,0.201096081191178,144759,0.192745095287145,144759
"1.11","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.968493582279695,73001,0.972088269587874,69469,0.225737229111965,144759,0.215190882962474,144759
"1.21","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.96694160775072,76380,0.970797681479437,72460,0.241668300198577,144759,0.229733355947189,144759
"1.31","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.96011845112765,88813,0.964700496361621,83004,0.301696131823574,144759,0.283122725441638,144759
"1.41","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.954862683740273,97148,0.960218990285644,89867,0.345230757306206,144759,0.321474999023986,144759
"1.51","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.930662061215046,121016,0.93789717740043,106533,0.496242941470591,144759,0.443401872609858,144759
"12","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9999,0.969488321857702,74070,0.973331445962205,70645,0.217005296348177,144321,0.207400085568765,144321
"1.12","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9995,0.966433408009666,79454,0.97075736046002,75301,0.24301894968281,144321,0.23093950430605,144321
"1.22","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.999,0.964628710180118,82779,0.969052645045737,78165,0.259452637596463,144321,0.245832711132286,144321
"1.32","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.995,0.95804121969761,94712,0.963330232135969,88138,0.320928551417305,144321,0.300419200074647,144321
"1.42","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.99,0.95250538714301,102559,0.958104643031215,94378,0.364690189795801,144321,0.338270377577567,144321
