"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.52","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.95,0.929255640004826,124335,0.936721392624371,109089,0.512451288518035,144321,0.457145148361184,144321
"13","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9999,0.969204806264345,74070,0.973085531348273,70594,0.21482216064597,145080,0.205133174590969,145080
"1.13","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9995,0.966156518236967,79454,0.970525308633772,75251,0.240741332917116,145080,0.228648780434813,145080
"1.23","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.999,0.964290460140857,82779,0.968784410130342,78102,0.257065163430995,145080,0.243397062921317,145080
"1.33","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.995,0.957608328406115,94712,0.962981888377903,88065,0.318198316392721,145080,0.297669893293984,145080
"1.43","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.99,0.952056864829025,102559,0.957792930846156,94297,0.36173527602146,145080,0.335336002730184,145080
"1.53","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.95,0.927896408895323,124335,0.935294982810288,108786,0.507833438272644,145080,0.451604952316297,145080
"14","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9999,0.963277559284168,85942,0.968578627538165,80964,0.256866466853891,144644,0.242351928558094,144644
"1.14","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9995,0.959298130534602,91470,0.965196944350207,85481,0.287163147306371,144644,0.26907043730053,144644
"1.24","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.999,0.956881712481387,94693,0.963236379743098,88049,0.305355458480216,144644,0.285015065486986,144644
"1.34","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.995,0.947805141724593,105451,0.954849637342311,96234,0.37023305676288,144644,0.340380664537713,144644
"1.44","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.99,0.941362732243362,112113,0.949356061730962,101019,0.413196830298317,144644,0.376020895882739,144644
"1.54","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.95,0.910277023440445,129989,0.920786225589624,109943,0.549762295926752,144644,0.474312767210493,144644
"15","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9999,0.963987340299272,85942,0.969200217090981,81072,0.251059407405951,145448,0.237242721913642,145448
"1.15","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9995,0.960161801683612,91470,0.965905507212521,85615,0.280788026676802,145448,0.263557135716033,145448
"1.25","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.999,0.9578743940946,94693,0.964029429436238,88211,0.298663099331755,145448,0.279309694323994,145448
"1.35","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.995,0.94909484025756,105451,0.955997139036602,96471,0.362307982609667,145448,0.333952896414983,145448
"1.45","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.99,0.942852300803653,112113,0.950674681907469,101307,0.40443356868561,145448,0.369084036068809,145448
"1.55","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.95,0.91329266322535,129989,0.923643628080198,110626,0.539408763480293,145448,0.468172410949917,145448
"16","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9999,0.964328599914071,90773,0.969631464560305,85582,0.259216773739355,144644,0.244803497765802,144644
"1.16","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9995,0.959918025965379,96128,0.965676942431226,89823,0.29036083841454,144644,0.272181020858015,144644
"1.26","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.999,0.957523978399291,99256,0.963560910598,92291,0.309179562626814,144644,0.288600543013499,144644
"1.36","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.995,0.94846987160782,109664,0.955521594949858,100116,0.374297113591043,144644,0.344402856163985,144644
"1.46","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.99,0.942428186056934,116029,0.949972774949132,104683,0.418039149831102,144644,0.380900070875503,144644
"1.56","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.95,0.913885084260948,132149,0.923158989678073,112479,0.551066900153605,144644,0.478456079050654,144644
"17","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9999,0.963160851795137,90773,0.968683415673511,85418,0.25951115402498,145448,0.244717774581898,145448
"1.17","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9995,0.958700898801598,96128,0.964759822404676,89642,0.290367844315257,145448,0.271781571996726,145448
"1.27","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.999,0.956224308857903,99256,0.962537055738346,92091,0.308957435353602,145448,0.287878229522113,145448
"1.37","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.995,0.94688320688649,109664,0.954287774684001,99842,0.373196059436175,145448,0.34251223129126,145448
"1.47","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.99,0.940678623447586,116029,0.948662917149728,104369,0.41636326168397,145448,0.378377513957885,145448
"1.57","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.95,0.910805227432671,132149,0.92053169697566,111793,0.546528650114626,145448,0.47159658109715,145448
