"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(2)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.999,0.941491632513661,187392,0.945284825275251,167120,0.595816935974537,192754,0.539956119106319,192754
"1.1","NN(2)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.997,0.958903359365587,182594,0.961323771050961,168579,0.501833428154103,192754,0.46949422544003,192754
"1.2","NN(2)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.99,0.977840522348552,158668,0.979090389204041,152131,0.308493683813601,192754,0.29873221824175,192754
"1.3","NN(2)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.97,0.984547477421138,137518,0.985341653946305,133644,0.213175876328379,192754,0.208709479678426,192754
"1.4","NN(2)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.95,0.984918282914234,136324,0.985693708097346,132599,0.207946729233538,192754,0.203736262047246,192754
