"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",15,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.9999,0.921233571893299,192125,0.927641249286313,164638,0.65343924883064,192754,0.571961946290141,192754
"1.1","VAR1",15,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.9995,0.954778235271897,185309,0.95835296612166,169784,0.540466400778713,192754,0.501612332502596,192754
"1.2","VAR1",15,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.999,0.961555817255308,181718,0.964364688376284,168681,0.496669818091896,192754,0.465899039091619,192754
"1.3","VAR1",15,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.995,0.971329656143645,170420,0.973336144406481,161267,0.410194507952545,192754,0.391207917093071,192754
"1.4","VAR1",15,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.99,0.974615463463753,165849,0.976246549672061,157956,0.379164715803205,192754,0.363518810158309,192754
"1.5","VAR1",15,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.95,0.980192158827011,153727,0.981256376818449,147997,0.316626665882531,192754,0.30621922661668,192754
