"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",15,1,"max",0.99,"fixed",1,3.125,1000,3,"1,2",0.9999,0.908421266339401,192097,0.915751806342616,160407,0.669315294188064,192754,0.570573558287643,192754
"1.1","VAR1",15,1,"max",0.99,"fixed",1,3.125,1000,3,"1,2",0.9995,0.945441137683617,185781,0.950138172769796,167182,0.573993379879113,192754,0.523342360278366,192754
"1.2","VAR1",15,1,"max",0.99,"fixed",1,3.125,1000,3,"1,2",0.999,0.953837725305429,182530,0.95761143616862,166979,0.536622894381142,192754,0.496045653645768,192754
"1.3","VAR1",15,1,"max",0.99,"fixed",1,3.125,1000,3,"1,2",0.995,0.964704859097762,172460,0.967438310862376,161171,0.459772310375365,192754,0.433061351270593,192754
"1.4","VAR1",15,1,"max",0.99,"fixed",1,3.125,1000,3,"1,2",0.99,0.968046901013176,168184,0.970489710269505,158216,0.431672631741983,192754,0.408924730906107,192754
"1.5","VAR1",15,1,"max",0.99,"fixed",1,3.125,1000,3,"1,2",0.95,0.974173639169026,157165,0.975999893095292,149666,0.375724169943474,192754,0.359771821201145,192754
