"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",15,1,"max",0.99,"fixed",1,3.125,1500,3,"1,2",0.9999,0.917874823656798,192097,0.924252528280647,163451,0.658171489642384,192754,0.571763320620799,192754
"1.1","VAR1",15,1,"max",0.99,"fixed",1,3.125,1500,3,"1,2",0.9995,0.95274431346326,185438,0.95632516769599,169205,0.549924902967367,192754,0.508100303069606,192754
"1.2","VAR1",15,1,"max",0.99,"fixed",1,3.125,1500,3,"1,2",0.999,0.959742351046699,181953,0.962742255546182,168314,0.507432866011732,192754,0.474358336350199,192754
"1.3","VAR1",15,1,"max",0.99,"fixed",1,3.125,1500,3,"1,2",0.995,0.969907556105794,171239,0.972072674166759,161598,0.4234446251505,192754,0.402775684330921,192754
"1.4","VAR1",15,1,"max",0.99,"fixed",1,3.125,1500,3,"1,2",0.99,0.973118859980568,166734,0.974881735099254,158331,0.392830521971705,192754,0.375517476559333,192754
"1.5","VAR1",15,1,"max",0.99,"fixed",1,3.125,1500,3,"1,2",0.95,0.978773129369954,155322,0.980004425579852,149133,0.331613902693515,192754,0.319926434835805,192754
