"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9999,0.980568562459445,57021,0.981874367500361,55336,0.158375102280515,115740,0.153645440412636,115740
"1.1","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9995,0.980568562459445,57021,0.981874367500361,55336,0.158375102280515,115740,0.153645440412636,115740
"1.2","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.999,0.980557844357567,57041,0.981843474490533,55352,0.158443530299551,115740,0.153707404541851,115740
"1.3","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.995,0.979253757125583,57890,0.980697529212381,56055,0.164994684883865,115740,0.159697593020364,115740
"1.4","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.99,0.977653536059454,58667,0.979173285325991,56658,0.171328322207316,115740,0.165312382127184,115740
"1.5","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.95,0.960984728566475,66333,0.963238962836587,62131,0.234722336655734,115740,0.21969315515019,115740
"11","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9999,0.981242889210049,65042,0.982397211439436,63115,0.162694585680938,116500,0.157737013513055,116500
"1.11","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9995,0.981242889210049,65042,0.982397211439436,63115,0.162694585680938,116500,0.157737013513055,116500
"1.21","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.999,0.981218203894687,65063,0.98238583263373,63131,0.162756131033334,116500,0.157794888490974,116500
"1.31","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.995,0.979931079501465,65873,0.981280571930265,63784,0.169223815970919,116500,0.163657294372991,116500
"1.41","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.99,0.978367585906655,66613,0.979866293532338,64320,0.175442807602749,116500,0.169095803781482,116500
"1.51","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.95,0.962539742927797,73598,0.964521834947515,68972,0.237892348377572,116500,0.222750402679082,116500
"12","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9999,0.971680474517262,62042,0.973326130263025,59234,0.199721799973591,115740,0.190335875595802,115740
"1.12","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9995,0.971680474517262,62042,0.973326130263025,59234,0.199721799973591,115740,0.190335875595802,115740
"1.22","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.999,0.97167348780252,62062,0.973316455696203,59250,0.199790227992627,115740,0.190401495884251,115740
"1.32","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.995,0.968821280812975,63569,0.970741243911329,60358,0.211948844816961,115740,0.200960111755167,115740
"1.42","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.99,0.966023225409521,65015,0.967955189370502,61414,0.223658060833372,115740,0.211142699559889,115740
"1.52","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.95,0.948577398477674,73703,0.951129161831652,67218,0.295663716575771,115740,0.270715907998279,115740
"13","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9999,0.972161077301567,69507,0.973734205844215,66322,0.203008894280487,116500,0.193273025721762,116500
"1.13","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9995,0.972161077301567,69507,0.973734205844215,66322,0.203008894280487,116500,0.193273025721762,116500
"1.23","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.999,0.972140720285353,69528,0.973725466550092,66338,0.203070439632883,116500,0.193334899256718,116500
"1.33","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.995,0.969396101881364,70906,0.97129655766688,67309,0.215070270484351,116500,0.203815948363863,116500
"1.43","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.99,0.966680048173424,72239,0.968602963809859,68223,0.226629777565639,116500,0.213865571175058,116500
"1.53","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.95,0.949400632492094,80001,0.951719884884199,72970,0.297229561965187,116500,0.272237578408643,116500
"14","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.9999,0.942032808300048,79614,0.944575042677637,71466,0.33543003924335,115740,0.303819624181716,115740
"1.14","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.9995,0.942032808300048,79614,0.944575042677637,71466,0.33543003924335,115740,0.303819624181716,115740
"1.24","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.999,0.942034809252329,79634,0.944572683650201,71481,0.335498467262386,115740,0.303887625062871,115740
"1.34","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.995,0.941968989914195,79716,0.944553929584748,71547,0.335711301991353,115740,0.304109669360269,115740
"1.44","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.99,0.937227200330703,82249,0.939580140135757,73072,0.356212179887476,115740,0.319861793294257,115740
"1.54","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.95,0.919648553360569,89345,0.92185804494764,76489,0.417891687618612,115740,0.363045892003692,115740
"15","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.9999,0.94201912359946,85235,0.944471345748649,76411,0.336161002648031,116500,0.304224646395331,116500
"1.15","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.9995,0.94201912359946,85235,0.944471345748649,76411,0.336161002648031,116500,0.304224646395331,116500
"1.25","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.999,0.942009946514028,85256,0.944469159710046,76426,0.336222548000427,116500,0.304293270038474,116500
"1.35","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.995,0.941955288934714,85348,0.94445969439107,76503,0.336450136510358,116500,0.304516658724269,116500
"1.45","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.99,0.936840783525866,87604,0.939163008637668,77683,0.356425806989421,116500,0.319599797174749,116500
"1.55","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.95,0.918177458033573,93825,0.920154990313105,80005,0.416130703836957,116500,0.360357955914795,116500
"16","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.9999,0.927226173541963,87875,0.92970007985652,76387,0.399812209895599,115740,0.35272141980146,115740
"1.16","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.9995,0.927226173541963,87875,0.92970007985652,76387,0.399812209895599,115740,0.35272141980146,115740
"1.26","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.999,0.927231355594744,87895,0.929700793172954,76402,0.399880637914635,115740,0.352802913424487,115740
"1.36","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.995,0.927185514395808,87977,0.929709159386933,76468,0.400093472643602,115740,0.353082915736284,115740
"1.46","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.99,0.922911513692983,89754,0.925300955558142,77337,0.41472639569796,115740,0.362831503762926,115740
"1.56","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.95,0.904065874278061,95576,0.906457643819004,79162,0.466710007714259,115740,0.393951875239673,115740
"17","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.9999,0.926319774989182,92440,0.928591927132073,80145,0.39886344591542,116500,0.351030589981005,116500
"1.17","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.9995,0.926319774989182,92440,0.928591927132073,80145,0.39886344591542,116500,0.351030589981005,116500
"1.27","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.999,0.926314878705616,92461,0.928592814371258,80160,0.398924991267816,116500,0.351098487892157,116500
"1.37","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.995,0.92628007736108,92553,0.928597245591076,80235,0.399152579777747,116500,0.351376498706688,116500
"1.47","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.99,0.921586333648504,94129,0.923992526694795,80821,0.413307280871565,116500,0.360452821597295,116500
"1.57","Markov(quantile)",25,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.95,0.901067874033216,99169,0.903376075710398,81574,0.463014074502733,116500,0.38820872178274,116500
