"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(1)",25,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.968055629279686,94195,0.970376969136568,88681,0.327969751400526,115740,0.311066505083309,115740
"1.1","VAR(1)",25,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.95953591138325,100929,0.96247325631151,93480,0.387016767073731,115740,0.362438793383805,115740
"1.2","VAR(1)",25,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.946426582513458,107740,0.950503295324854,97259,0.4654557657342,115740,0.426703427780787,115740
"1.3","VAR(1)",25,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.926343635642167,113405,0.932230615170338,98363,0.553535150426587,115740,0.490793411410042,115740
"1.4","VAR(1)",25,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.910563239474576,115031,0.918074333060937,96673,0.597961762741836,115740,0.516170241225343,115740
