"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9999,0.960527514162371,54899,0.965544685146362,51516,0.229987495816149,110758,0.216698945823253,110758
"1.1","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9997,0.958165322580645,57536,0.963521029819372,53757,0.246276094198592,110758,0.231191339012444,110758
"1.2","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9995,0.956888377133568,59056,0.962223676556137,55008,0.255979810481065,110758,0.239563472676205,110758
"1.3","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.999,0.954737457759293,61552,0.960105823813862,57076,0.271761046215262,110758,0.253260237207672,110758
"1.4","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.997,0.950398104691788,66691,0.956835822842606,61324,0.306302140891064,110758,0.283496591177752,110758
"1.5","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.995,0.947620951619352,70028,0.954129157289322,63984,0.329070717309039,110758,0.302879379990288,110758
"1.6","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.99,0.941853854594973,75637,0.949068850825653,68249,0.367997428645418,110758,0.335288534775705,110758
"1.7","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.97,0.927535397720732,86870,0.935728658416297,76037,0.457470971819371,110758,0.406321610658092,110758
"1.8","Multinomial",750,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.95,0.916097666378565,92560,0.925263756396488,79145,0.507114056974564,110758,0.441450047080792,110758
"11","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.960527514162371,54899,0.965544685146362,51516,0.222102636406072,111937,0.209301625082363,111937
