"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.11","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9997,0.958165322580645,57536,0.963521029819372,53757,0.237855446423926,111937,0.223331255718081,111937
"1.21","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.956888377133568,59056,0.962223676556137,55008,0.247230111296806,111937,0.231423133236841,111937
"1.31","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.954737457759293,61552,0.960105823813862,57076,0.262499774286991,111937,0.244676256027552,111937
"1.41","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.997,0.950398104691788,66691,0.956835822842606,61324,0.295901638748848,111937,0.27391099278677,111937
"1.51","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.947620951619352,70028,0.954129157289322,63984,0.317930671491021,111937,0.292677246043976,111937
"1.61","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.941853854594973,75637,0.949068850825653,68249,0.35555843469374,111937,0.32401428049093,111937
"1.71","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.97,0.927535397720732,86870,0.935728658416297,76037,0.441967860297556,111937,0.392641401461646,111937
"1.81","Multinomial",750,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.916097666378565,92560,0.925263756396488,79145,0.489934522780929,111937,0.426572595430018,111937
"12","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.96100111113135,54899,0.965939288138881,51555,0.21836331099103,112561,0.205940895623221,112561
"1.12","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9997,0.958721496106785,57536,0.963999628287334,53805,0.233858683404386,112561,0.219794116026048,112561
"1.22","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.957481034949878,59056,0.962751080600051,55062,0.243075132709747,112561,0.227783108875693,112561
"1.32","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.955354821939173,61552,0.960674157303371,57138,0.258074115720054,112561,0.240843010619809,112561
"1.42","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.997,0.951027874825689,66691,0.957422549434798,61394,0.290815545560838,112561,0.269558036166494,112561
"1.52","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.948306391729023,70028,0.954746963878742,64062,0.312445300575655,112561,0.288017524653908,112561
"1.62","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.942713222364716,75637,0.949851514841201,68357,0.349451511075868,112561,0.318997196439424,112561
"1.72","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.97,0.928870726372741,86870,0.936899826835284,76228,0.434527964480391,112561,0.3869945752466,112561
"1.82","Multinomial",750,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.917696629213483,92560,0.926594525138257,79381,0.481734625079456,112561,0.420620396979212,112561
"13","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9999,0.960527514162371,54899,0.965544685146362,51516,0.217343263911781,113049,0.204824336945146,113049
"1.13","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9997,0.958165322580645,57536,0.963521029819372,53757,0.2327730412307,113049,0.218566913470927,113049
"1.23","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9995,0.956888377133568,59056,0.962223676556137,55008,0.241948453763197,113049,0.226489966377387,113049
"1.33","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.999,0.954737457759293,61552,0.960105823813862,57076,0.256900248649331,113049,0.23946720285117,113049
"1.43","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.997,0.950398104691788,66691,0.956835822842606,61324,0.289586216955281,113049,0.268082282258833,113049
"1.53","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.995,0.947620951619352,70028,0.954129157289322,63984,0.311153151865852,113049,0.286454487134825,113049
"1.63","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.99,0.941853854594973,75637,0.949068850825653,68249,0.347979436124919,113049,0.317130451205388,113049
"1.73","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.97,0.927535397720732,86870,0.935728658416297,76037,0.432548418400568,113049,0.384285661805031,113049
"1.83","Multinomial",750,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.95,0.916097666378565,92560,0.925263756396488,79145,0.479510793657745,113049,0.417509246248051,113049
